TradeDate,Expiry,Strike,CE_OI,CE_Chg_OI,CE_Volume,CE_LTP,PE_OI,PE_Chg_OI,PE_Volume,PE_LTP
20260327,2026-04-28,26500.0,591435,28925,9332,14.9,344565,60320,4085,3562.05
20260327,2026-04-28,26550.0,10725,1755,61,14.0,975,260,5,3475.0
20260327,2026-04-28,26600.0,47840,-2600,174,13.6,9295,2795,167,3622.2
20260327,2026-04-28,26650.0,6630,-1300,57,12.35,520,0,0,2554.25
20260327,2026-04-28,26700.0,85410,3185,276,13.55,5590,325,40,3720.0
20260327,2026-04-28,26750.0,4680,-585,13,10.55,910,0,0,3017.45
20260327,2026-04-28,26800.0,59410,2990,202,11.4,6500,3315,80,3573.65
20260327,2026-04-28,26850.0,5005,-455,17,11.35,325,0,0,2718.3
20260327,2026-04-28,26900.0,37115,2210,156,10.5,1300,130,3,3780.0
20260327,2026-04-28,26950.0,4030,-130,96,10.0,325,0,0,2814.4
20260327,2026-04-28,27000.0,1073475,232765,12654,9.25,879385,256035,5700,4053.4
20260327,2026-04-28,27050.0,4680,585,41,10.4,390,0,0,1896.8
20260327,2026-04-28,27100.0,39910,3055,653,8.75,325,0,0,3500.0
20260327,2026-04-28,27150.0,15470,-1040,35,9.0,390,0,0,1454.85
20260327,2026-04-28,27200.0,24505,1170,83,8.35,975,455,9,4027.75
20260327,2026-04-28,27250.0,4420,975,30,8.25,65,0,0,3108.15
20260327,2026-04-28,27300.0,83395,-325,240,7.8,2405,2340,40,4331.4
20260327,2026-04-28,27350.0,8450,260,11,7.2,65,0,0,3204.75
20260327,2026-04-28,27400.0,92430,12220,302,7.9,3185,1300,26,4390.75
20260327,2026-04-28,27450.0,3705,195,6,7.0,65,0,0,3304.75
20260327,2026-04-28,27500.0,481130,165425,9533,5.1,363675,236470,5206,4545.15
20260327,2026-04-28,27550.0,14040,-8775,415,5.7,195,0,0,4148.6
20260327,2026-04-28,27600.0,25935,3640,347,5.3,325,0,0,3900.0
20260327,2026-04-28,27650.0,39195,2275,282,6.7,65,0,0,3496.95
20260327,2026-04-28,27700.0,304590,15470,1335,5.2,5655,4940,78,4445.65
