TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2026-03-27,2026-03-27,FO,NSE,STO,75764,,ABCAPITAL,,2026-03-30,2026-03-30,295.00,CE,ABCAPITAL26MAR295CE,15.70,15.70,8.45,12.00,12.60,19.55,305.75,12.00,226300,-279000,162,153844785.00,151,F1,3100,,,,,
2026-03-27,2026-03-27,FO,NSE,STO,75923,,ABCAPITAL,,2026-04-28,2026-04-28,295.00,CE,ABCAPITAL26APR295CE,0.00,0.00,0.00,60.55,0.00,60.55,305.75,18.60,0,0,0,0.00,0,F1,3100,,,,,
2026-03-27,2026-03-27,FO,NSE,STO,76005,,ABCAPITAL,,2026-04-28,2026-04-28,345.00,CE,ABCAPITAL26APR345CE,2.10,2.40,2.00,2.25,2.25,3.50,305.75,2.25,120900,99200,79,85021065.00,67,F1,3100,,,,,
2026-03-27,2026-03-27,FO,NSE,STO,76011,,ABCAPITAL,,2026-04-28,2026-04-28,365.00,CE,ABCAPITAL26APR365CE,0.00,0.00,0.00,16.35,0.00,16.35,305.75,0.45,0,0,0,0.00,0,F1,3100,,,,,
2026-03-27,2026-03-27,FO,NSE,STO,76109,,ABCAPITAL,,2026-04-28,2026-04-28,400.00,CE,ABCAPITAL26APR400CE,0.00,0.00,0.00,2.75,2.75,2.75,305.75,0.05,31000,0,0,0.00,0,F1,3100,,,,,
2026-03-27,2026-03-27,FO,NSE,STO,76054,,ABCAPITAL,,2026-05-26,2026-05-26,250.00,CE,ABCAPITAL26MAY250CE,0.00,0.00,0.00,104.00,0.00,104.00,305.75,58.85,0,0,0,0.00,0,F1,3100,,,,,
2026-03-27,2026-03-27,FO,NSE,STO,76060,,ABCAPITAL,,2026-05-26,2026-05-26,280.00,CE,ABCAPITAL26MAY280CE,0.00,0.00,0.00,76.55,0.00,76.55,305.75,33.45,0,0,0,0.00,0,F1,3100,,,,,
2026-03-27,2026-03-27,FO,NSE,STO,76078,,ABCAPITAL,,2026-05-26,2026-05-26,370.00,CE,ABCAPITAL26MAY370CE,0.00,0.00,0.00,19.40,0.00,19.40,305.75,1.70,0,0,0,0.00,0,F1,3100,,,,,
2026-03-27,2026-03-27,FO,NSE,STO,57599,,ABCAPITAL,,2026-03-30,2026-03-30,320.00,PE,ABCAPITAL26MAR320PE,11.20,19.00,11.20,15.85,16.10,9.20,305.75,15.85,362700,-244900,159,165643540.00,100,F1,3100,,,,,
2026-03-27,2026-03-27,FO,NSE,STO,57601,,ABCAPITAL,,2026-03-30,2026-03-30,330.00,PE,ABCAPITAL26MAR330PE,21.65,28.30,21.65,25.30,26.05,17.50,305.75,25.30,248000,-133300,69,76288210.00,42,F1,3100,,,,,
2026-03-27,2026-03-27,FO,NSE,STO,75789,,ABCAPITAL,,2026-03-30,2026-03-30,335.00,PE,ABCAPITAL26MAR335PE,31.70,33.50,30.20,30.65,30.65,21.15,305.75,30.65,105400,-74400,25,28466525.00,21,F1,3100,,,,,
2026-03-27,2026-03-27,FO,NSE,STO,57611,,ABCAPITAL,,2026-03-30,2026-03-30,370.00,PE,ABCAPITAL26MAR370PE,64.20,66.00,63.60,65.20,65.20,55.30,305.75,64.10,201500,-18600,6,8079530.00,6,F1,3100,,,,,
2026-03-27,2026-03-27,FO,NSE,STO,75826,,ABCAPITAL,,2026-03-30,2026-03-30,385.00,PE,ABCAPITAL26MAR385PE,0.00,0.00,0.00,58.75,58.75,58.75,305.75,79.10,3100,0,0,0.00,0,F1,3100,,,,,
2026-03-27,2026-03-27,FO,NSE,STO,75836,,ABCAPITAL,,2026-03-30,2026-03-30,395.00,PE,ABCAPITAL26MAR395PE,0.00,0.00,0.00,42.85,42.85,42.85,305.75,89.05,6200,0,0,0.00,0,F1,3100,,,,,
2026-03-27,2026-03-27,FO,NSE,STO,75920,,ABCAPITAL,,2026-04-28,2026-04-28,275.00,PE,ABCAPITAL26APR275PE,4.95,4.95,3.95,4.25,4.25,1.00,305.75,4.25,43400,43400,20,17304355.00,13,F1,3100,,,,,
2026-03-27,2026-03-27,FO,NSE,STO,76096,,ABCAPITAL,,2026-04-28,2026-04-28,330.00,PE,ABCAPITAL26APR330PE,30.00,30.10,26.00,26.80,26.80,21.00,305.75,26.80,130200,12400,8,8880725.00,8,F1,3100,,,,,
2026-03-27,2026-03-27,FO,NSE,STO,76106,,ABCAPITAL,,2026-04-28,2026-04-28,380.00,PE,ABCAPITAL26APR380PE,0.00,0.00,0.00,41.35,0.00,41.35,305.75,72.60,0,0,0,0.00,0,F1,3100,,,,,
2026-03-27,2026-03-27,FO,NSE,STO,76055,,ABCAPITAL,,2026-05-26,2026-05-26,250.00,PE,ABCAPITAL26MAY250PE,0.00,0.00,0.00,0.60,0.00,0.60,305.75,0.85,0,0,0,0.00,0,F1,3100,,,,,
2026-03-27,2026-03-27,FO,NSE,STO,57614,,ABCAPITAL,,2026-03-30,2026-03-30,390.00,CE,ABCAPITAL26MAR390CE,0.10,0.10,0.05,0.05,0.05,0.10,305.75,0.05,111600,-6200,7,8464395.00,7,F1,3100,,,,,
2026-03-27,2026-03-27,FO,NSE,STO,75837,,ABCAPITAL,,2026-03-30,2026-03-30,405.00,CE,ABCAPITAL26MAR405CE,0.05,0.05,0.05,0.05,0.05,0.05,305.75,0.05,213900,-15500,8,10045240.00,4,F1,3100,,,,,
2026-03-27,2026-03-27,FO,NSE,STO,76028,,ABCAPITAL,,2026-04-28,2026-04-28,240.00,CE,ABCAPITAL26APR240CE,0.00,0.00,0.00,112.95,0.00,112.95,305.75,66.95,0,0,0,0.00,0,F1,3100,,,,,
2026-03-27,2026-03-27,FO,NSE,STO,75882,,ABCAPITAL,,2026-04-28,2026-04-28,255.00,CE,ABCAPITAL26APR255CE,0.00,0.00,0.00,97.50,0.00,97.50,305.75,52.25,0,0,0,0.00,0,F1,3100,,,,,
2026-03-27,2026-03-27,FO,NSE,STO,75917,,ABCAPITAL,,2026-04-28,2026-04-28,275.00,CE,ABCAPITAL26APR275CE,0.00,0.00,0.00,78.45,0.00,78.45,305.75,33.80,0,0,0,0.00,0,F1,3100,,,,,
2026-03-27,2026-03-27,FO,NSE,STO,75990,,ABCAPITAL,,2026-04-28,2026-04-28,325.00,CE,ABCAPITAL26APR325CE,7.00,7.30,5.45,6.10,6.10,9.15,305.75,6.10,114700,99200,53,54425925.00,51,F1,3100,,,,,
2026-03-27,2026-03-27,FO,NSE,STO,76097,,ABCAPITAL,,2026-04-28,2026-04-28,340.00,CE,ABCAPITAL26APR340CE,3.60,3.70,2.50,2.95,2.90,4.50,305.75,2.95,356500,37200,159,169024710.00,144,F1,3100,,,,,
2026-03-27,2026-03-27,FO,NSE,STO,76064,,ABCAPITAL,,2026-05-26,2026-05-26,300.00,CE,ABCAPITAL26MAY300CE,0.00,0.00,0.00,59.95,0.00,59.95,305.75,20.45,0,0,0,0.00,0,F1,3100,,,,,
2026-03-27,2026-03-27,FO,NSE,STO,75808,,ABCAPITAL,,2026-03-30,2026-03-30,365.00,PE,ABCAPITAL26MAR365PE,0.00,0.00,0.00,40.25,40.25,40.25,305.75,59.10,65100,0,0,0.00,0,F1,3100,,,,,
2026-03-27,2026-03-27,FO,NSE,STO,57617,,ABCAPITAL,,2026-03-30,2026-03-30,390.00,PE,ABCAPITAL26MAR390PE,83.25,88.00,83.25,85.10,85.10,76.25,305.75,84.05,31000,-6200,4,5902865.00,4,F1,3100,,,,,
2026-03-27,2026-03-27,FO,NSE,STO,75883,,ABCAPITAL,,2026-04-28,2026-04-28,255.00,PE,ABCAPITAL26APR255PE,1.85,2.35,1.85,1.95,1.95,0.30,305.75,1.95,37200,37200,17,13547620.00,17,F1,3100,,,,,
2026-03-27,2026-03-27,FO,NSE,STO,76092,,ABCAPITAL,,2026-04-28,2026-04-28,310.00,PE,ABCAPITAL26APR310PE,12.50,16.55,12.50,15.15,15.25,10.80,305.75,15.15,542500,12400,57,57333105.00,55,F1,3100,,,,,
2026-03-27,2026-03-27,FO,NSE,STF,66075,,ABCAPITAL,,2026-05-26,2026-05-26,,,ABCAPITAL26MAYFUT,310.50,311.80,304.60,308.00,307.80,317.80,305.75,308.00,232500,31000,38,36222725.00,38,F1,3100,,,,,
2026-03-27,2026-03-27,FO,NSE,STO,57511,,ABCAPITAL,,2026-03-30,2026-03-30,240.00,CE,ABCAPITAL26MAR240CE,0.00,0.00,0.00,113.25,0.00,113.25,305.75,65.85,0,0,0,0.00,0,F1,3100,,,,,
2026-03-27,2026-03-27,FO,NSE,STO,75734,,ABCAPITAL,,2026-03-30,2026-03-30,255.00,CE,ABCAPITAL26MAR255CE,0.00,0.00,0.00,96.90,0.00,96.90,305.75,50.85,0,0,0,0.00,0,F1,3100,,,,,
2026-03-27,2026-03-27,FO,NSE,STO,76174,,ABCAPITAL,,2026-05-26,2026-05-26,420.00,CE,ABCAPITAL26MAY420CE,0.00,0.00,0.00,6.85,0.00,6.85,305.75,0.15,0,0,0,0.00,0,F1,3100,,,,,
2026-03-27,2026-03-27,FO,NSE,STO,75741,,ABCAPITAL,,2026-03-30,2026-03-30,275.00,PE,ABCAPITAL26MAR275PE,0.15,0.15,0.15,0.15,0.15,0.15,305.75,0.05,34100,-6200,2,1705930.00,2,F1,3100,,,,,
2026-03-27,2026-03-27,FO,NSE,STO,57629,,ABCAPITAL,,2026-03-30,2026-03-30,410.00,PE,ABCAPITAL26MAR410PE,0.00,0.00,0.00,90.80,90.80,90.80,305.75,104.05,9300,0,0,0.00,0,F1,3100,,,,,
2026-03-27,2026-03-27,FO,NSE,STO,76082,,ABCAPITAL,,2026-04-28,2026-04-28,260.00,PE,ABCAPITAL26APR260PE,1.90,2.80,1.90,2.35,2.35,1.50,305.75,2.35,120900,46500,43,34989700.00,37,F1,3100,,,,,
2026-03-27,2026-03-27,FO,NSE,STO,76004,,ABCAPITAL,,2026-04-28,2026-04-28,335.00,PE,ABCAPITAL26APR335PE,31.30,31.30,31.30,31.30,31.30,12.90,305.75,30.75,3100,3100,1,1135530.00,1,F1,3100,,,,,
2026-03-27,2026-03-27,FO,NSE,STO,76010,,ABCAPITAL,,2026-04-28,2026-04-28,355.00,PE,ABCAPITAL26APR355PE,0.00,0.00,0.00,54.35,54.35,54.35,305.75,48.45,21700,0,0,0.00,0,F1,3100,,,,,
2026-03-27,2026-03-27,FO,NSE,STO,57620,,ABCAPITAL,,2026-03-30,2026-03-30,410.00,CE,ABCAPITAL26MAR410CE,0.00,0.00,0.00,0.15,0.15,0.15,305.75,0.05,0,0,0,0.00,0,F1,3100,,,,,
2026-03-27,2026-03-27,FO,NSE,STO,76104,,ABCAPITAL,,2026-04-28,2026-04-28,370.00,PE,ABCAPITAL26APR370PE,62.50,64.00,62.50,64.00,64.00,70.00,305.75,62.80,161200,24800,8,10735300.00,3,F1,3100,,,,,
2026-03-27,2026-03-27,FO,NSE,STO,57567,,ABCAPITAL,,2026-03-30,2026-03-30,270.00,PE,ABCAPITAL26MAR270PE,0.10,0.10,0.05,0.10,0.10,0.15,305.75,0.10,96100,-40300,45,37675695.00,18,F1,3100,,,,,
2026-03-27,2026-03-27,FO,NSE,STO,76093,,ABCAPITAL,,2026-04-28,2026-04-28,320.00,CE,ABCAPITAL26APR320CE,11.35,11.35,7.00,7.85,7.70,11.55,305.75,7.85,747100,46500,258,262182190.00,195,F1,3100,,,,,
2026-03-27,2026-03-27,FO,NSE,STO,75884,,ABCAPITAL,,2026-04-28,2026-04-28,265.00,CE,ABCAPITAL26APR265CE,0.00,0.00,0.00,87.90,0.00,87.90,305.75,42.75,0,0,0,0.00,0,F1,3100,,,,,
2026-03-27,2026-03-27,FO,NSE,STO,76079,,ABCAPITAL,,2026-04-28,2026-04-28,250.00,CE,ABCAPITAL26APR250CE,0.00,0.00,0.00,103.40,0.00,103.40,305.75,57.10,0,0,0,0.00,0,F1,3100,,,,,
2026-03-27,2026-03-27,FO,NSE,STO,57606,,ABCAPITAL,,2026-03-30,2026-03-30,360.00,CE,ABCAPITAL26MAR360CE,0.05,0.10,0.05,0.10,0.05,0.10,305.75,0.10,1240000,-412300,155,173006815.00,67,F1,3100,,,,,
2026-03-27,2026-03-27,FO,NSE,STO,57602,,ABCAPITAL,,2026-03-30,2026-03-30,340.00,CE,ABCAPITAL26MAR340CE,0.20,0.20,0.05,0.15,0.10,0.40,305.75,0.15,2139000,-926900,538,567257995.00,319,F1,3100,,,,,
2026-03-27,2026-03-27,FO,NSE,STF,51724,,ABCAPITAL,,2026-03-30,2026-03-30,,,ABCAPITAL26MARFUT,310.05,311.50,301.10,305.00,304.10,314.00,305.75,305.00,3791300,-15419400,6487,6120129740.00,5550,F1,3100,,,,,
2026-03-27,2026-03-27,FO,NSE,STO,76107,,ABCAPITAL,,2026-04-28,2026-04-28,390.00,CE,ABCAPITAL26APR390CE,0.00,0.00,0.00,13.15,0.00,13.15,305.75,0.05,0,0,0,0.00,0,F1,3100,,,,,
2026-03-27,2026-03-27,FO,NSE,STO,76052,,ABCAPITAL,,2026-05-26,2026-05-26,240.00,CE,ABCAPITAL26MAY240CE,0.00,0.00,0.00,113.60,0.00,113.60,305.75,68.30,0,0,0,0.00,0,F1,3100,,,,,
2026-03-27,2026-03-27,FO,NSE,STO,76066,,ABCAPITAL,,2026-05-26,2026-05-26,310.00,CE,ABCAPITAL26MAY310CE,0.00,0.00,0.00,52.40,0.00,52.40,305.75,15.40,0,0,0,0.00,0,F1,3100,,,,,
2026-03-27,2026-03-27,FO,NSE,STO,76057,,ABCAPITAL,,2026-05-26,2026-05-26,260.00,PE,ABCAPITAL26MAY260PE,0.00,0.00,0.00,1.00,0.00,1.00,305.75,1.70,0,0,0,0.00,0,F1,3100,,,,,
2026-03-27,2026-03-27,FO,NSE,STO,76061,,ABCAPITAL,,2026-05-26,2026-05-26,280.00,PE,ABCAPITAL26MAY280PE,0.00,0.00,0.00,2.65,0.00,2.65,305.75,5.15,0,0,0,0.00,0,F1,3100,,,,,
2026-03-27,2026-03-27,FO,NSE,STO,76067,,ABCAPITAL,,2026-05-26,2026-05-26,310.00,PE,ABCAPITAL26MAY310PE,0.00,0.00,0.00,8.00,0.00,8.00,305.75,16.85,0,0,0,0.00,0,F1,3100,,,,,
2026-03-27,2026-03-27,FO,NSE,STO,76069,,ABCAPITAL,,2026-05-26,2026-05-26,320.00,PE,ABCAPITAL26MAY320PE,0.00,0.00,0.00,10.80,0.00,10.80,305.75,22.70,0,0,0,0.00,0,F1,3100,,,,,
2026-03-27,2026-03-27,FO,NSE,STO,76147,,ABCAPITAL,,2026-05-26,2026-05-26,370.00,PE,ABCAPITAL26MAY370PE,0.00,0.00,0.00,34.05,0.00,34.05,305.75,62.60,0,0,0,0.00,0,F1,3100,,,,,
2026-03-27,2026-03-27,FO,NSE,STO,57566,,ABCAPITAL,,2026-03-30,2026-03-30,270.00,CE,ABCAPITAL26MAR270CE,0.00,0.00,0.00,30.45,30.45,30.45,305.75,35.85,12400,0,0,0.00,0,F1,3100,,,,,
2026-03-27,2026-03-27,FO,NSE,STO,57612,,ABCAPITAL,,2026-03-30,2026-03-30,380.00,CE,ABCAPITAL26MAR380CE,0.05,0.05,0.05,0.05,0.05,0.10,305.75,0.05,356500,-80600,27,31810185.00,19,F1,3100,,,,,
2026-03-27,2026-03-27,FO,NSE,STO,75827,,ABCAPITAL,,2026-03-30,2026-03-30,395.00,CE,ABCAPITAL26MAR395CE,0.00,0.00,0.00,0.05,0.05,0.05,305.75,0.05,68200,0,0,0.00,0,F1,3100,,,,,
2026-03-27,2026-03-27,FO,NSE,STO,75988,,ABCAPITAL,,2026-04-28,2026-04-28,315.00,CE,ABCAPITAL26APR315CE,11.50,11.65,8.75,9.50,9.45,14.15,305.75,9.50,158100,130200,64,64409165.00,62,F1,3100,,,,,
2026-03-27,2026-03-27,FO,NSE,STO,76111,,ABCAPITAL,,2026-04-28,2026-04-28,410.00,CE,ABCAPITAL26APR410CE,0.00,0.00,0.00,8.65,0.00,8.65,305.75,0.05,0,0,0,0.00,0,F1,3100,,,,,
2026-03-27,2026-03-27,FO,NSE,STO,76058,,ABCAPITAL,,2026-05-26,2026-05-26,270.00,CE,ABCAPITAL26MAY270CE,0.00,0.00,0.00,85.45,0.00,85.45,305.75,41.25,0,0,0,0.00,0,F1,3100,,,,,
2026-03-27,2026-03-27,FO,NSE,STO,75777,,ABCAPITAL,,2026-03-30,2026-03-30,315.00,PE,ABCAPITAL26MAR315PE,7.75,14.40,7.10,11.20,11.15,6.05,305.75,11.20,192200,-189100,150,151773520.00,109,F1,3100,,,,,
2026-03-27,2026-03-27,FO,NSE,STO,75791,,ABCAPITAL,,2026-03-30,2026-03-30,345.00,PE,ABCAPITAL26MAR345PE,35.35,43.35,35.35,39.75,39.75,28.35,305.75,39.75,350300,-27900,19,22664410.00,18,F1,3100,,,,,
2026-03-27,2026-03-27,FO,NSE,STO,76088,,ABCAPITAL,,2026-04-28,2026-04-28,290.00,PE,ABCAPITAL26APR290PE,6.40,8.60,5.95,7.35,7.45,4.95,305.75,7.35,142600,27900,59,54402830.00,54,F1,3100,,,,,
2026-03-27,2026-03-27,FO,NSE,STO,76071,,ABCAPITAL,,2026-05-26,2026-05-26,330.00,PE,ABCAPITAL26MAY330PE,0.00,0.00,0.00,14.20,0.00,14.20,305.75,29.40,0,0,0,0.00,0,F1,3100,,,,,
2026-03-27,2026-03-27,FO,NSE,STO,57605,,ABCAPITAL,,2026-03-30,2026-03-30,350.00,PE,ABCAPITAL26MAR350PE,40.00,48.50,40.00,44.80,44.60,36.00,305.75,44.80,297600,-58900,21,25751080.00,18,F1,3100,,,,,
2026-03-27,2026-03-27,FO,NSE,STO,76077,,ABCAPITAL,,2026-05-26,2026-05-26,360.00,PE,ABCAPITAL26MAY360PE,0.00,0.00,0.00,28.20,0.00,28.20,305.75,53.60,0,0,0,0.00,0,F1,3100,,,,,
2026-03-27,2026-03-27,FO,NSE,STO,76108,,ABCAPITAL,,2026-04-28,2026-04-28,390.00,PE,ABCAPITAL26APR390PE,84.50,84.60,81.80,81.80,81.80,74.00,305.75,82.45,43400,9300,3,4404790.00,3,F1,3100,,,,,
2026-03-27,2026-03-27,FO,NSE,STO,75991,,ABCAPITAL,,2026-04-28,2026-04-28,325.00,PE,ABCAPITAL26APR325PE,0.00,0.00,0.00,18.90,18.90,18.90,305.75,22.90,37200,0,0,0.00,0,F1,3100,,,,,
2026-03-27,2026-03-27,FO,NSE,STO,57571,,ABCAPITAL,,2026-03-30,2026-03-30,290.00,PE,ABCAPITAL26MAR290PE,0.80,1.45,0.60,1.10,1.00,0.70,305.75,1.10,582800,-263500,480,433097590.00,312,F1,3100,,,,,
2026-03-27,2026-03-27,FO,NSE,STO,57569,,ABCAPITAL,,2026-03-30,2026-03-30,280.00,PE,ABCAPITAL26MAR280PE,0.25,0.45,0.20,0.40,0.45,0.25,305.75,0.40,164300,-24800,82,71255825.00,61,F1,3100,,,,,
2026-03-27,2026-03-27,FO,NSE,STO,75739,,ABCAPITAL,,2026-03-30,2026-03-30,265.00,PE,ABCAPITAL26MAR265PE,0.00,0.00,0.00,1.05,1.05,1.05,305.75,0.05,3100,0,0,0.00,0,F1,3100,,,,,
2026-03-27,2026-03-27,FO,NSE,STO,75992,,ABCAPITAL,,2026-04-28,2026-04-28,335.00,CE,ABCAPITAL26APR335CE,3.60,3.90,3.35,3.75,3.65,5.50,305.75,3.75,58900,24800,20,20991805.00,17,F1,3100,,,,,
2026-03-27,2026-03-27,FO,NSE,STO,75921,,ABCAPITAL,,2026-04-28,2026-04-28,285.00,CE,ABCAPITAL26APR285CE,0.00,0.00,0.00,69.30,0.00,69.30,305.75,25.65,0,0,0,0.00,0,F1,3100,,,,,
2026-03-27,2026-03-27,FO,NSE,STO,75742,,ABCAPITAL,,2026-03-30,2026-03-30,285.00,CE,ABCAPITAL26MAR285CE,0.00,0.00,0.00,28.90,28.90,28.90,305.75,20.90,9300,0,0,0.00,0,F1,3100,,,,,
2026-03-27,2026-03-27,FO,NSE,STO,75924,,ABCAPITAL,,2026-04-28,2026-04-28,295.00,PE,ABCAPITAL26APR295PE,0.00,0.00,0.00,10.30,10.30,10.30,305.75,6.45,62000,0,0,0.00,0,F1,3100,,,,,
2026-03-27,2026-03-27,FO,NSE,STO,76171,,ABCAPITAL,,2026-05-26,2026-05-26,400.00,PE,ABCAPITAL26MAY400PE,0.00,0.00,0.00,54.70,0.00,54.70,305.75,91.05,0,0,0,0.00,0,F1,3100,,,,,
2026-03-27,2026-03-27,FO,NSE,STO,57619,,ABCAPITAL,,2026-03-30,2026-03-30,400.00,PE,ABCAPITAL26MAR400PE,0.00,0.00,0.00,78.00,78.00,78.00,305.75,94.05,27900,0,0,0.00,0,F1,3100,,,,,
2026-03-27,2026-03-27,FO,NSE,STO,75787,,ABCAPITAL,,2026-03-30,2026-03-30,325.00,PE,ABCAPITAL26MAR325PE,15.90,24.15,15.20,20.20,20.20,12.50,305.75,20.20,238700,-86800,46,49142130.00,37,F1,3100,,,,,
2026-03-27,2026-03-27,FO,NSE,STO,57573,,ABCAPITAL,,2026-03-30,2026-03-30,300.00,PE,ABCAPITAL26MAR300PE,2.25,4.00,1.55,3.05,3.45,1.55,305.75,3.05,641700,-186000,1254,1177961870.00,1022,F1,3100,,,,,
2026-03-27,2026-03-27,FO,NSE,STO,76015,,ABCAPITAL,,2026-04-28,2026-04-28,385.00,CE,ABCAPITAL26APR385CE,0.00,0.00,0.00,10.00,0.00,10.00,305.75,0.10,0,0,0,0.00,0,F1,3100,,,,,
2026-03-27,2026-03-27,FO,NSE,STO,76101,,ABCAPITAL,,2026-04-28,2026-04-28,360.00,CE,ABCAPITAL26APR360CE,1.35,1.85,0.95,1.05,1.05,1.50,305.75,0.65,381300,111600,105,117531075.00,81,F1,3100,,,,,
2026-03-27,2026-03-27,FO,NSE,STO,75775,,ABCAPITAL,,2026-03-30,2026-03-30,305.00,PE,ABCAPITAL26MAR305PE,3.15,6.60,3.00,5.00,5.55,2.50,305.75,5.00,238700,-189100,601,577013540.00,565,F1,3100,,,,,
2026-03-27,2026-03-27,FO,NSE,STO,76148,,ABCAPITAL,,2026-05-26,2026-05-26,380.00,CE,ABCAPITAL26MAY380CE,0.00,0.00,0.00,16.00,0.00,16.00,305.75,1.10,0,0,0,0.00,0,F1,3100,,,,,
2026-03-27,2026-03-27,FO,NSE,STO,76056,,ABCAPITAL,,2026-05-26,2026-05-26,260.00,CE,ABCAPITAL26MAY260CE,0.00,0.00,0.00,94.60,0.00,94.60,305.75,49.80,0,0,0,0.00,0,F1,3100,,,,,
2026-03-27,2026-03-27,FO,NSE,STO,76110,,ABCAPITAL,,2026-04-28,2026-04-28,400.00,PE,ABCAPITAL26APR400PE,0.00,0.00,0.00,55.70,0.00,55.70,305.75,92.35,0,0,0,0.00,0,F1,3100,,,,,
2026-03-27,2026-03-27,FO,NSE,STO,76102,,ABCAPITAL,,2026-04-28,2026-04-28,360.00,PE,ABCAPITAL26APR360PE,55.80,55.80,53.00,53.60,54.20,55.20,305.75,53.60,58900,9300,4,5140110.00,4,F1,3100,,,,,
2026-03-27,2026-03-27,FO,NSE,STO,76006,,ABCAPITAL,,2026-04-28,2026-04-28,345.00,PE,ABCAPITAL26APR345PE,42.90,42.90,39.60,40.70,40.70,47.00,305.75,39.30,15500,6200,3,3590420.00,3,F1,3100,,,,,
2026-03-27,2026-03-27,FO,NSE,STO,76086,,ABCAPITAL,,2026-04-28,2026-04-28,280.00,PE,ABCAPITAL26APR280PE,3.65,6.00,3.60,5.05,5.10,3.30,305.75,5.05,279000,46500,131,115766245.00,107,F1,3100,,,,,
2026-03-27,2026-03-27,FO,NSE,STO,76084,,ABCAPITAL,,2026-04-28,2026-04-28,270.00,PE,ABCAPITAL26APR270PE,2.90,4.00,2.80,3.50,3.50,2.15,305.75,3.50,251100,40300,70,59350585.00,66,F1,3100,,,,,
2026-03-27,2026-03-27,FO,NSE,STO,57609,,ABCAPITAL,,2026-03-30,2026-03-30,360.00,PE,ABCAPITAL26MAR360PE,53.85,57.85,53.85,55.00,55.00,46.75,305.75,55.00,390600,-40300,17,21956060.00,17,F1,3100,,,,,
2026-03-27,2026-03-27,FO,NSE,STO,75807,,ABCAPITAL,,2026-03-30,2026-03-30,365.00,CE,ABCAPITAL26MAR365CE,0.05,0.10,0.05,0.05,0.05,0.05,305.75,0.05,381300,-40300,18,20370100.00,14,F1,3100,,,,,
2026-03-27,2026-03-27,FO,NSE,STO,57610,,ABCAPITAL,,2026-03-30,2026-03-30,370.00,CE,ABCAPITAL26MAR370CE,0.05,0.10,0.05,0.05,0.05,0.10,305.75,0.05,561100,-21700,12,13766170.00,11,F1,3100,,,,,
2026-03-27,2026-03-27,FO,NSE,STO,75820,,ABCAPITAL,,2026-03-30,2026-03-30,385.00,CE,ABCAPITAL26MAR385CE,0.05,0.10,0.05,0.05,0.05,0.10,305.75,0.05,173600,-31000,22,26261185.00,16,F1,3100,,,,,
2026-03-27,2026-03-27,FO,NSE,STO,76085,,ABCAPITAL,,2026-04-28,2026-04-28,280.00,CE,ABCAPITAL26APR280CE,29.90,32.50,29.90,32.50,32.50,39.85,305.75,29.60,12400,0,3,2898190.00,3,F1,3100,,,,,
2026-03-27,2026-03-27,FO,NSE,STO,76062,,ABCAPITAL,,2026-05-26,2026-05-26,290.00,CE,ABCAPITAL26MAY290CE,0.00,0.00,0.00,68.05,0.00,68.05,305.75,26.45,0,0,0,0.00,0,F1,3100,,,,,
2026-03-27,2026-03-27,FO,NSE,STO,57603,,ABCAPITAL,,2026-03-30,2026-03-30,340.00,PE,ABCAPITAL26MAR340PE,33.10,37.50,31.30,35.10,35.50,24.45,305.75,35.10,499100,-43400,15,17458115.00,14,F1,3100,,,,,
2026-03-27,2026-03-27,FO,NSE,STO,76080,,ABCAPITAL,,2026-04-28,2026-04-28,250.00,PE,ABCAPITAL26APR250PE,0.00,0.00,0.00,0.65,0.00,0.65,305.75,0.15,0,0,0,0.00,0,F1,3100,,,,,
2026-03-27,2026-03-27,FO,NSE,STO,75987,,ABCAPITAL,,2026-04-28,2026-04-28,305.00,PE,ABCAPITAL26APR305PE,11.70,14.50,11.20,12.75,12.70,9.20,305.75,12.75,390600,341000,180,177736640.00,79,F1,3100,,,,,
2026-03-27,2026-03-27,FO,NSE,STO,76073,,ABCAPITAL,,2026-05-26,2026-05-26,340.00,PE,ABCAPITAL26MAY340PE,0.00,0.00,0.00,18.25,0.00,18.25,305.75,36.85,0,0,0,0.00,0,F1,3100,,,,,
2026-03-27,2026-03-27,FO,NSE,STO,75736,,ABCAPITAL,,2026-03-30,2026-03-30,265.00,CE,ABCAPITAL26MAR265CE,0.00,0.00,0.00,87.25,0.00,87.25,305.75,40.85,0,0,0,0.00,0,F1,3100,,,,,
2026-03-27,2026-03-27,FO,NSE,STO,57568,,ABCAPITAL,,2026-03-30,2026-03-30,280.00,CE,ABCAPITAL26MAR280CE,0.00,0.00,0.00,34.90,34.90,34.90,305.75,25.90,80600,0,0,0.00,0,F1,3100,,,,,
2026-03-27,2026-03-27,FO,NSE,STO,57570,,ABCAPITAL,,2026-03-30,2026-03-30,290.00,CE,ABCAPITAL26MAR290CE,15.70,15.95,13.05,15.75,15.80,24.80,305.75,15.75,158100,-12400,26,24568275.00,26,F1,3100,,,,,
