TradeDate,Expiry,Strike,CE_OI,CE_Chg_OI,CE_Volume,CE_LTP,PE_OI,PE_Chg_OI,PE_Volume,PE_LTP
20260327,2026-03-30,21600.0,1170,390,33,1201.6,1711580,392730,490671,5.9
20260327,2026-03-30,21650.0,455,0,0,1315.6,488150,112060,195940,7.1
20260327,2026-03-30,21700.0,1820,-910,22,1149.6,1938300,-216125,581764,8.25
20260327,2026-03-30,21750.0,910,65,28,1069.0,1010295,452920,300023,8.8
20260327,2026-03-30,21800.0,6500,-455,94,1014.55,4502550,2047240,801327,11.25
20260327,2026-03-30,21850.0,780,195,26,956.6,812240,511225,261866,12.85
20260327,2026-03-30,21900.0,6825,-4940,300,923.0,2467205,834210,597198,15.85
20260327,2026-03-30,21950.0,1040,260,57,890.0,743405,289510,326907,18.9
20260327,2026-03-30,22000.0,727845,-262445,19698,825.45,9395570,1463875,1924200,22.8
20260327,2026-03-30,22050.0,6175,1365,193,764.0,754845,154960,433767,26.8
20260327,2026-03-30,22100.0,26260,1755,433,741.25,1760655,732095,745316,31.2
20260327,2026-03-30,22150.0,7540,1820,200,695.0,697385,255515,469413,36.25
20260327,2026-03-30,22200.0,85280,4095,4054,644.7,2822495,1197300,940014,42.55
20260327,2026-03-30,22250.0,19500,3900,383,604.8,934830,575315,568550,48.8
20260327,2026-03-30,22300.0,153530,-73450,6282,560.0,2428595,276575,1111847,56.55
20260327,2026-03-30,22350.0,30615,1170,769,516.8,594100,-100165,506827,65.05
20260327,2026-03-30,22400.0,155155,9750,8239,475.5,2589990,230945,1074388,74.85
20260327,2026-03-30,22450.0,72995,10920,3238,436.15,823875,44330,621658,85.7
20260327,2026-03-30,22500.0,1289015,-147875,93590,396.8,5513885,-717600,2948714,96.95
20260327,2026-03-30,22550.0,150735,32695,8477,356.25,813215,344370,846453,110.4
20260327,2026-03-30,22600.0,557570,59995,46975,326.85,2245100,-281840,1328342,126.8
20260327,2026-03-30,22650.0,157170,20410,23635,295.0,768365,205790,662193,143.15
20260327,2026-03-30,22700.0,895440,242320,128794,262.1,2453620,200525,1421455,163.35
20260327,2026-03-30,22750.0,343005,126880,95446,234.15,760500,3055,945861,183.2
20260327,2026-03-30,22800.0,2384460,1385735,576870,208.2,3361020,405275,2516395,208.8
20260327,2026-03-30,22850.0,1076465,962520,521210,183.05,1279200,743145,1521670,233.4
20260327,2026-03-30,22900.0,2324530,1420445,1498548,159.6,1946945,-144040,3037807,259.8
20260327,2026-03-30,22950.0,1656460,1497470,1315130,142.0,838760,164125,1991427,288.85
20260327,2026-03-30,23000.0,8337010,5301645,3335560,124.6,5694030,-1497845,4114130,320.0
20260327,2026-03-30,23050.0,2019420,1674920,1330693,106.5,721630,-71695,1211706,351.0
20260327,2026-03-30,23100.0,3385850,2559700,1998900,91.8,908375,-897000,1378331,388.25
20260327,2026-03-30,23150.0,1247415,867555,887915,80.0,299195,-690105,380553,426.6
20260327,2026-03-30,23200.0,5252455,3508635,1867728,67.75,1871610,-1422395,637637,468.75
20260327,2026-03-30,23250.0,1673945,1045330,749121,60.2,403585,-633035,152719,505.5
20260327,2026-03-30,23300.0,4001855,1374880,1672507,52.05,850395,-2100345,284193,554.65
20260327,2026-03-30,23350.0,1622205,609700,633103,45.95,357630,-434135,56565,593.5
20260327,2026-03-30,23400.0,3811860,1103895,1310674,39.95,783575,-1250925,120730,636.25
20260327,2026-03-30,23450.0,1318070,392470,636036,35.5,280085,-317200,24218,682.05
20260327,2026-03-30,23500.0,8300760,3585855,2138317,31.9,1409460,-989625,128260,725.0
20260327,2026-03-30,23550.0,1447745,854880,555610,27.3,166465,-86125,9068,776.8
20260327,2026-03-30,23600.0,3142425,1380470,986205,23.85,344695,-175175,21384,823.9
20260327,2026-03-30,23650.0,1093040,577590,520632,21.5,115960,-30875,2676,870.0
20260327,2026-03-30,23700.0,2787915,282880,942803,19.2,427700,-132730,9296,916.2
20260327,2026-03-30,23750.0,1866020,1154790,407581,16.0,108485,-29640,1572,964.0
20260327,2026-03-30,23800.0,4025775,1141205,868197,14.55,633880,-125190,9485,1011.3
20260327,2026-03-30,23850.0,1517425,848705,348823,12.6,157495,-9620,827,1058.3
20260327,2026-03-30,23900.0,2905565,847860,594276,11.95,224185,-58890,2802,1113.4
20260327,2026-03-30,23950.0,1354405,579605,313402,10.0,49595,-4095,213,1157.1
20260327,2026-03-30,24000.0,9915535,2212400,1379024,9.05,1783115,-839595,31894,1205.0
20260327,2026-03-30,24050.0,815750,61555,234455,8.1,39130,-1560,150,1248.9
20260327,2026-03-30,24100.0,3533270,1325220,484458,8.0,147095,-9100,699,1302.95
20260327,2026-03-30,24150.0,1010490,178555,206309,6.8,75010,-3900,119,1343.2
20260327,2026-03-30,24200.0,5895045,3265275,598486,6.0,322855,-52650,2016,1399.0
20260327,2026-03-30,24250.0,1337830,595855,186206,5.5,52715,-650,61,1446.45
20260327,2026-03-30,24300.0,3360370,1482325,501334,4.7,264290,-66755,3004,1507.4
20260327,2026-03-30,24350.0,703495,92885,130787,4.4,23660,-1040,36,1542.0
20260327,2026-03-30,24400.0,2833805,1234870,409497,3.5,207090,-55185,1174,1606.55
20260327,2026-03-30,24450.0,658450,124670,128545,3.6,55770,-10400,278,1645.0
20260327,2026-03-30,24500.0,8505705,994240,943134,3.4,1103895,-233480,8954,1703.3
20260327,2026-03-30,24550.0,630175,91455,170612,2.2,40690,-4095,91,1750.0
20260327,2026-03-30,24600.0,2221310,568555,274376,2.25,282685,-110110,4076,1800.4
20260327,2026-03-30,24650.0,750555,169910,116394,2.3,31460,-2730,59,1850.0
20260327,2026-03-30,24700.0,2266550,538135,272002,2.0,824850,-44590,1786,1896.7
20260327,2026-03-30,24750.0,612105,163800,84431,2.1,33800,-5720,104,1944.8
20260327,2026-03-30,24800.0,2080000,-183560,252512,2.0,260845,-69095,2207,2001.0
20260327,2026-03-30,24850.0,453635,-53235,64512,2.0,27430,-3575,64,2046.7
20260327,2026-03-30,24900.0,1067950,-202670,160530,1.55,224055,-33735,2215,2099.15
20260327,2026-03-30,24950.0,350220,66495,43887,1.75,17680,-1105,85,2160.0
20260327,2026-03-30,25000.0,8993195,779030,700605,1.8,2855945,-186975,16472,2195.8
20260327,2026-03-30,25050.0,413985,122785,55036,1.2,12545,-1560,33,2191.35
20260327,2026-03-30,25100.0,840385,-455455,95376,1.25,102700,-11765,697,2307.05
20260327,2026-03-30,25150.0,239265,-98020,20337,1.4,22490,-715,45,2312.1
20260327,2026-03-30,25200.0,1481285,-178620,140025,1.1,712985,-53495,1359,2399.05
20260327,2026-03-30,25250.0,599040,322660,48407,0.8,23660,-2860,54,2430.0
20260327,2026-03-30,25300.0,530010,-423995,44950,0.95,135980,-31720,1125,2500.0
20260327,2026-03-30,25350.0,123370,-1430,12813,1.2,16575,-2210,40,2535.0
20260327,2026-03-30,25400.0,660205,-166205,67174,0.9,339170,-21580,1226,2597.25
20260327,2026-03-30,25450.0,140660,-69550,20663,1.0,81315,-18525,323,2650.0
20260327,2026-03-30,25500.0,3099915,-431795,167707,0.85,916500,-223275,6222,2705.0
20260327,2026-03-30,25550.0,170625,1950,12684,0.95,26325,-7410,269,2747.15
20260327,2026-03-30,25600.0,1309750,244205,56294,0.7,463255,-77870,1712,2790.0
20260327,2026-03-30,25650.0,88790,-58175,6762,1.05,24570,-975,48,2850.0
20260327,2026-03-30,25700.0,791050,-177645,34514,0.95,424775,-87490,2538,2904.35
20260327,2026-03-30,25750.0,114335,-23530,5525,0.95,36075,-5005,88,2942.0
20260327,2026-03-30,25800.0,865995,-442845,50192,0.75,474500,-246090,6152,3009.7
20260327,2026-03-30,25850.0,67730,-36790,4106,0.8,25805,-455,66,3041.0
20260327,2026-03-30,25900.0,566410,-323310,40057,0.75,311935,-5980,556,3100.0
20260327,2026-03-30,25950.0,84370,845,11087,0.7,9750,-1755,29,3104.0
20260327,2026-03-30,26000.0,5335200,-221315,138473,0.7,2932025,-214430,13184,3206.0
20260327,2026-03-30,26050.0,81315,12350,3984,0.55,12480,-65,6,3220.0
20260327,2026-03-30,26100.0,332800,-76375,15221,0.75,132080,-21190,1064,3314.35
20260327,2026-03-30,26150.0,85475,-17355,4396,0.65,16835,0,5,3340.0
20260327,2026-03-30,26200.0,359580,-39325,9317,0.65,155935,-25220,981,3398.0
20260327,2026-03-30,26250.0,66235,-14300,4100,0.65,13780,0,21,3328.0
20260327,2026-03-30,26300.0,329160,-9295,25271,0.55,102115,-26585,543,3480.8
20260327,2026-03-30,26350.0,60905,-390,2126,0.6,10725,-325,25,3571.1
20260327,2026-03-30,26400.0,231725,-44330,5694,0.55,57395,-13065,299,3608.9
20260327,2026-03-30,26450.0,33605,-19825,1010,0.65,4355,0,0,3635.85
20260327,2026-03-30,26500.0,1512810,-534040,43941,0.55,400595,-148525,3859,3709.35
20260327,2026-03-30,26550.0,43225,-6110,583,0.5,650,-65,1,3618.9
20260327,2026-03-30,26600.0,126230,-41470,5348,0.45,28015,-2015,136,3743.6
20260327,2026-03-30,26650.0,36530,-3055,799,0.5,2145,-65,2,3701.25
20260327,2026-03-30,26700.0,130195,-20410,6724,0.55,12740,-9165,209,3905.0
20260327,2026-03-30,26750.0,40300,-4615,1076,0.5,845,0,1,3877.45
20260327,2026-03-30,26800.0,236210,-17095,5925,0.5,14430,-5330,158,4011.0
20260327,2026-03-30,26850.0,20215,-10335,1024,0.65,650,0,0,3516.0
20260327,2026-03-30,26900.0,54990,-9100,1401,0.5,2145,-1235,26,3935.0
20260327,2026-03-30,26950.0,33930,-2210,1507,0.4,1105,0,0,3009.1
20260327,2026-03-30,27000.0,2607210,-304885,56435,0.55,795075,-230025,4412,4194.65
20260327,2026-03-30,27050.0,36335,4355,1753,0.5,650,-325,6,4100.4
20260327,2026-03-30,27100.0,269100,-50310,4030,0.55,1625,-65,1,3964.0
20260327,2026-03-30,27150.0,26000,-11180,833,0.5,1755,0,0,3725.0
20260327,2026-03-30,27200.0,316615,-5525,4632,0.6,9880,-975,119,4435.95
20260327,2026-03-30,27250.0,40235,5655,3300,0.5,390,-130,2,4296.55
20260327,2026-03-30,27300.0,270335,-3900,5757,0.6,4290,-4875,136,4520.7
20260327,2026-03-30,27350.0,23075,3055,1437,0.5,455,-65,2,4583.4
20260327,2026-03-30,27400.0,99970,-9815,2995,0.55,2145,-650,12,4500.0
20260327,2026-03-30,27450.0,33605,975,1034,0.4,455,0,0,3503.7
20260327,2026-03-30,27500.0,644410,-189605,21676,0.55,222495,-24830,2031,4715.3
20260327,2026-03-30,27550.0,35490,-31460,2058,0.4,585,0,0,3603.25
20260327,2026-03-30,27600.0,34450,-15145,2007,0.5,2990,0,0,4350.0
20260327,2026-03-30,27650.0,17875,-10205,806,0.5,585,0,1,4613.35
20260327,2026-03-30,27700.0,54990,-39065,3046,0.35,3250,-780,18,4750.0
20260327,2026-03-30,27750.0,50700,-975,745,0.5,390,0,0,3801.55
20260327,2026-03-30,27800.0,60255,-33605,3681,0.45,910,-520,10,4834.45
20260327,2026-03-30,27850.0,16640,2990,753,0.35,455,0,0,3900.75
20260327,2026-03-30,27900.0,52000,3575,2920,0.45,2015,0,5,4943.85
20260327,2026-03-30,27950.0,31200,14040,989,0.6,455,-65,1,4904.55
20260327,2026-03-30,28000.0,1261045,-248545,27110,0.5,384495,-192610,4882,5219.1
20260327,2026-03-30,28050.0,23595,7605,579,0.35,325,0,0,4492.9
20260327,2026-03-30,28100.0,99125,-12935,4441,0.6,1040,-6955,112,5300.0
20260327,2026-03-30,29000.0,633215,-36720,7949,0.5,135465,-20605,1024,6221.6
20260327,2026-03-30,30000.0,357820,-64910,8257,0.35,235835,-83875,1666,7199.0
20260327,2026-03-30,31000.0,534345,199665,16321,0.4,89150,-64235,1477,8188.35
