TradeDate,Expiry,Strike,CE_OI,CE_Chg_OI,CE_Volume,CE_LTP,PE_OI,PE_Chg_OI,PE_Volume,PE_LTP
20260327,2026-09-29,15000.0,0.0,0.0,0.0,0.0,0,0,0,0.0
20260327,2026-09-29,16500.0,0.0,0.0,0.0,0.0,0,0,0,0.0
20260327,2026-09-29,18000.0,0.0,0.0,0.0,0.0,0,0,0,0.0
20260327,2026-09-29,19500.0,0.0,0.0,0.0,0.0,0,0,0,0.0
20260327,2026-09-29,21000.0,0.0,0.0,0.0,0.0,150995,2535,2576,474.1
20260327,2026-09-29,22500.0,14755.0,325.0,27.0,1862.0,348465,-18525,889,829.55
20260327,2026-09-29,23000.0,0.0,0.0,0.0,0.0,437860,-1145,1097,967.75
20260327,2026-09-29,24000.0,285675.0,18460.0,1326.0,981.65,382140,-8320,844,1363.95
20260327,2026-09-29,25000.0,0.0,0.0,0.0,0.0,295970,6510,331,1899.75
20260327,2026-09-29,25500.0,469950.0,111215.0,4438.0,422.0,79950,260,10,2182.05
20260327,2026-09-29,26000.0,695690.0,-34865.0,4065.0,308.7,419845,1480,200,2561.0
20260327,2026-09-29,27000.0,409695.0,2015.0,1045.0,167.05,215875,-1820,75,3360.0
20260327,2026-09-29,28500.0,73060.0,2470.0,323.0,65.95,0,0,0,0.0
20260327,2026-09-29,30000.0,125150.0,4550.0,456.0,37.9,65,0,0,2600.0
20260327,2026-09-29,31500.0,975.0,0.0,1.0,23.05,0,0,0,0.0
20260327,2026-09-29,33000.0,8385.0,390.0,11.0,17.05,0,0,0,0.0
20260327,2026-09-29,34500.0,0.0,0.0,0.0,0.0,0,0,0,0.0
